Symbol,Name,Last,Change,%Chg,High,Low,Volume,Avg Vol,Time
LOVE,The Lovesac Company,70,6.1,9.55%,70.42,62.75,600709,501825,4/16/2021
ZVO,Zovio Inc,3.8,0.33,9.51%,3.87,3.38,423191,391590,4/16/2021
SEMR,Semrush Holdings Inc Cl A,17.93,1.54,9.40%,18.12,15.92,878045,N/A,4/16/2021
SNOA,Sonoma Pharmaceuticals Inc,8.75,0.75,9.38%,8.79,7.75,66545,842752,4/16/2021
LMPX,Lmp Automotive Holdings Inc,14.52,1.24,9.37%,14.61,12.89,91644,112972,4/16/2021
FSTX,F-Star Therapeutics Inc,10.14,0.84,9.03%,10.42,9.85,392832,175287,4/16/2021
JT,Jianpu Technology Inc,2.56,0.21,8.94%,2.6,2.26,174969,218403,4/16/2021
BBQ,Bbq Holdings Inc,11.22,0.92,8.93%,11.35,10.07,103349,158617,4/16/2021
ESEA,Euroseas Ltd,11.5,0.94,8.90%,11.78,10.68,53354,87133,4/16/2021
PPG,PPG Industries,167.41,13.44,8.73%,172.67,166.91,7097749,1798537,4/16/2021
ZIM,Zim Integrated Shipping Services Ltd,31.87,2.53,8.62%,32.45,29.52,1274120,970751,4/16/2021
ARVL,Arrival,14.4,1.14,8.60%,14.43,12.59,1993099,2302375,4/16/2021
AA,Alcoa Corp,35.63,2.79,8.50%,36.03,33.87,17767406,6786675,4/16/2021
PLG,Platinum Group Metals Ltd,4.62,0.36,8.45%,4.62,4.21,1139872,484369,4/16/2021
SRTS,Sensus Healthcare Inc,3.66,0.28,8.28%,3.73,3.28,67466,36548,4/16/2021
ATLC,Atlanticus Hld Cp,32.39,2.46,8.22%,32.59,30,63776,58474,4/16/2021
WAL,Western Alliance Bancorp,100.26,7.32,7.88%,101.17,92.17,1733494,784030,4/16/2021
GTBP,GT Biopharma Inc,9.84,0.71,7.78%,9.9,8.9,379070,735124,4/16/2021
BNTX,Biontech Se ADR,151.54,10.82,7.69%,152.32,141.49,4623662,2143523,4/16/2021
NOTV,Inotiv Inc,22.5,1.6,7.66%,23.27,20.83,69198,54060,4/16/2021
APRE,Aprea Therapeutics Inc,4.65,0.33,7.64%,4.68,4.2,808008,1370565,4/16/2021
SYBX,Synlogic Inc,3.4,0.24,7.59%,3.43,3,1971482,598469,4/16/2021
NL,NL Industries,8.29,0.58,7.52%,8.5,7.62,116300,62145,4/16/2021
ICLK,Iclick Interactive Asia Group Ltd ADR,11.93,0.83,7.48%,12.09,11.1,580818,555646,4/16/2021
AEHL,Antelope Enterprise Hldg Ltd,2.95,0.2,7.27%,2.95,2.73,239551,1462358,4/16/2021
BLCT,Bluecity Holdings Limited ADR,8.61,0.58,7.22%,8.7,8,87827,220331,4/16/2021
BE,Bloom Energy Corp Cl A,24.73,1.64,7.10%,24.97,23.1,8961427,3235611,4/16/2021
ELSE,Electro Sensors IN,4.23,0.28,7.09%,4.35,4.05,99275,431319,4/16/2021
AEVA,Aeva Technologies Inc,10.26,0.67,6.99%,10.26,8.95,2465935,1637612,4/16/2021
UPC,Universe Pharmaceuticals Inc,3.87,0.25,6.91%,3.94,3.57,277680,N/A,4/16/2021
CAN,Canaan Inc ADR,13.61,0.88,6.91%,13.98,12.1,12905813,20604611,4/16/2021
REGI,Renewable Energy,64.84,4.16,6.86%,64.99,60.11,4498815,1701771,4/16/2021
MRNA,Moderna Inc,170.81,10.94,6.84%,171.92,158.21,19031916,8537541,4/16/2021
VTSI,Virtra Systems Inc,5.05,0.32,6.77%,5.08,4.57,667211,9044346,4/16/2021
NAII,Natural Alternativ,18.2,1.14,6.68%,18.27,16.99,128477,30794,16:25 ET
NLSP,Nls Pharmaceutics Ltd,3.2,0.2,6.67%,3.27,2.9,397649,547457,4/16/2021
ACOR,Acorda Therapeutics,4.19,0.26,6.62%,4.33,3.9,173511,168986,4/16/2021
PRPL,Purple Innovation Inc,35.54,2.19,6.57%,35.86,33.38,638135,806947,4/16/2021
TV,Grupo Televisa S.A.,13.03,0.8,6.54%,13.11,12.25,5061267,4880653,4/16/2021
SEED,Origin Agritech Ltd,15.65,0.96,6.54%,15.9,14.28,114784,113184,4/16/2021
CHRA,Charah Solutions Inc,6.11,0.36,6.26%,6.49,5.66,609219,217271,4/16/2021
ZKIN,Zk International Group CO Ltd,6.17,0.36,6.20%,6.33,5.21,1291759,9613673,4/16/2021
GSX,Gsx Techedu Inc ADR,25.5,1.47,6.12%,26.15,24,13181223,20732791,4/16/2021
LXU,Lsb Industries Inc,6.24,0.36,6.12%,6.27,5.87,499095,180025,4/16/2021
OUST,Ouster Inc,8.7,0.5,6.10%,8.94,8.15,1006821,3144941,4/16/2021
WIT,Wipro Ltd,6.96,0.4,6.10%,7.08,6.92,2672482,1801824,4/16/2021
MITK,Mitek Systems Inc,15.71,0.9,6.08%,15.87,14.71,1457393,568000,4/16/2021
CVM,Cel-Sci Corp,17.47,1,6.07%,17.66,16.24,872441,971137,4/16/2021
GRBK,Green Brick Partners,26.81,1.53,6.05%,26.86,25.35,1994255,1461573,4/16/2021
VEI,Vine Energy Inc Cl A,11.62,0.66,6.02%,11.76,10.86,1162609,N/A,4/16/2021
DMTK,Dermtech Inc,43.46,2.46,6.00%,43.77,41.25,1172357,1323263,4/16/2021
SRAC,Stable Road Acquisition Corp Cl A,11.19,0.63,5.97%,11.41,10.41,1072226,864796,4/16/2021
REFR,Research Frontiers,2.67,0.15,5.95%,2.7,2.5,189843,146527,4/16/2021
PRAX,Praxis Precision Medicines Inc,27.37,1.52,5.88%,29.61,24.91,229163,271718,4/16/2021
RXDX,Prometheus Biosciences Inc,25.99,1.44,5.87%,26.24,23.03,85729,153516,4/16/2021
JFIN,Jiayin Group Inc ADR,5.99,0.33,5.83%,6.3,5.51,634589,6047975,4/16/2021
DXYN,The Dixie Group,3.82,0.21,5.82%,3.84,3.54,54785,81274,4/16/2021
GOGL,Golden Ocean Gp,7.66,0.42,5.80%,7.74,7.56,755452,719478,4/16/2021
JKS,Jinkosolar Holding Company Ltd,37.88,2.07,5.78%,38.14,35.72,3283737,2694822,4/16/2021
CXW,Corecivic Inc,8.61,0.47,5.77%,8.68,8.18,3037188,2982344,4/16/2021
AQMS,Aqua Metals Inc,3.12,0.17,5.76%,3.15,2.84,1444882,1669089,4/16/2021
ONCT,Oncternal Therapeutics Inc,6.48,0.35,5.71%,6.55,6.15,1136242,1972807,4/16/2021
SGMS,Scientific Games,47.4,2.51,5.59%,47.51,45.06,1129574,833604,4/16/2021
NOVA,Sunnova Energy International Inc,38.3,1.96,5.39%,38.54,36.45,6830958,2621453,4/16/2021
KERN,Akerna Corp Cl A,4.33,0.22,5.35%,4.4,3.87,606139,1017037,4/16/2021
ZH,Zhihu Inc ADR,9.5,0.48,5.32%,9.54,9.05,4115248,N/A,4/16/2021
EGLE,Eagle Bulk Ship,37.33,1.87,5.27%,37.82,35.51,85145,111587,4/16/2021
PGNY,Progyny Inc,52.97,2.65,5.27%,55,52.88,4556229,853406,4/16/2021
LEVI,Levi Strauss & Co. Cl A,29.03,1.45,5.26%,29.16,27.7,2200031,1921652,4/16/2021
HGV,Hilton Grand Vacations Inc,42.58,2.11,5.21%,43.24,41.22,2062750,826672,4/16/2021
NEXA,Nexa Resources S.A.,11.4,0.56,5.17%,11.48,11.04,168925,176256,4/16/2021
HOV,Hovnanian Enterprises Inc,115.49,5.63,5.12%,115.83,109.08,83049,89487,4/16/2021
MAX,Mediaalpha Inc Cl A,37.14,1.79,5.06%,38.04,35.36,390643,701547,4/16/2021
ARLO,Arlo Technologies Inc,6.25,0.3,5.04%,6.44,5.93,1239112,1218866,4/16/2021
CVAC,Curevac N.V.,109.29,5.24,5.04%,109.29,104.4,1583233,890887,4/16/2021
BNED,Barnes & Noble Education Inc C,7.1,0.34,5.03%,7.16,6.75,337774,532969,4/16/2021
HGBL,Heritage Global Inc,3.13,0.15,5.03%,3.16,2.93,137408,105990,4/16/2021
VRTV,Veritiv Corp,46.43,2.22,5.02%,47.24,43.76,337017,296046,4/16/2021
GHL,Greenhill & Co. Inc,18.91,0.9,5.00%,18.93,18.17,140877,149564,4/16/2021
SOHU,Sohu.com Inc,19.28,0.91,4.95%,19.34,18.06,777494,483485,4/16/2021
UFS,Domtar Corp,39.56,1.86,4.93%,40.21,39.04,4697402,836060,4/16/2021
SBLK,Star Bulk Carriers,15.99,0.75,4.92%,16.35,15.41,1513008,1105255,4/16/2021
PLT,Plantronics,39.57,1.85,4.90%,39.67,37.73,370121,488851,4/16/2021
REVG,Rev Group Inc,19.57,0.91,4.88%,20.4,18.92,471715,388361,4/16/2021
ALLT,Allot Communications,17.75,0.83,4.87%,17.88,16.67,459066,302893,4/16/2021
USPH,U.S. Physical Therapy,109.94,5.02,4.78%,110.72,105.88,81527,96856,4/16/2021
AXTA,Axalta Coating Systems Ltd,31.64,1.44,4.77%,31.75,30.92,8172629,2848431,4/16/2021
EEX,Emerald Expositions Events Inc,5.31,0.24,4.73%,5.35,5.09,141843,206052,4/16/2021
RYB,Ryb Education Inc Aps,2.84,0.13,4.71%,2.88,2.61,116264,155188,4/16/2021
OLO,Olo Inc Cl A,28.52,1.27,4.66%,28.88,27,181216,931026,4/16/2021
HYFM,Hydrofarm Holdings Group Inc,60.09,2.67,4.65%,61.14,55.53,560787,540294,4/16/2021
FND,Floor & Decor Holdings Inc,112.59,4.99,4.64%,113.17,107.82,1074795,829255,4/16/2021
RILY,B. Riley Financl,72.14,3.18,4.61%,72.38,68.45,738114,654116,4/16/2021
QFIN,360 Finance Inc ADR,23.76,1.04,4.58%,23.85,22.53,2174335,2673072,4/16/2021
CENX,Century Aluminum C,16.92,0.73,4.51%,17.13,16.28,1381591,1808075,4/16/2021
PRPH,Prophase Labs Inc,5.37,0.23,4.47%,5.63,5.05,341901,612140,4/16/2021
CTG,Computer Task Gp Inc,11.26,0.48,4.45%,11.65,10.57,231571,94054,4/16/2021
LL,Lumber Liquidators Holdings Inc,27.47,1.17,4.45%,27.54,25.6,474095,406065,4/16/2021
SIC,Select Interior Concepts Inc Cl A,7.75,0.33,4.45%,7.81,7.32,68226,101551,4/16/2021
CLW,Clearwater Paper Corp,36.11,1.54,4.45%,36.85,34.28,354692,150205,4/16/2021
BOMN,Boston Omaha Corp Cl A,26.38,1.12,4.43%,26.57,24.86,194347,268302,4/16/2021
PLUG,Plug Power Inc,27.24,1.15,4.41%,27.58,25.45,50714336,34529117,4/16/2021
UEPS,Net 1 Ueps Techs Inc,5.92,0.25,4.41%,6.09,5.52,664865,475918,4/16/2021
HIBB,Hibbett Sports Inc,72.08,3.02,4.37%,72.32,68.32,321576,376244,4/16/2021
BBCP,Concrete Pumping Holdings Inc,7.78,0.32,4.36%,7.88,7.24,466510,195525,4/16/2021
TIPT,Tiptree Fncl Cl A,10.1,0.42,4.34%,10.15,9.4,141625,181031,4/16/2021
KDNY,Chinook Therapeutics Inc,15.9,0.66,4.33%,15.93,15.26,112826,157841,4/16/2021
BLU,Bellus Health Inc,4.58,0.19,4.33%,4.62,4.28,503129,666931,4/16/2021
OBLN,Obalon Therapeutics Inc,2.41,0.1,4.33%,2.44,2.24,223069,362468,4/16/2021
ABST,Absolute Software Cp,14.16,0.58,4.27%,14.19,13.35,197743,119062,4/16/2021
ATEN,A10 Networks Inc,9.54,0.39,4.26%,9.59,8.94,1830786,746939,4/16/2021
EBS,Emergent Biosolutions,77.64,3.17,4.26%,77.8,74.42,493671,935579,4/16/2021
AAME,Atlantic Amer Cp,3.7,0.15,4.23%,3.96,3.5,630297,1460040,4/16/2021
TTC,Toro Company,112.8,4.58,4.23%,116.5,111.07,1940466,572858,4/16/2021
PBLA,Panbela Therapeutics Inc,4.2,0.17,4.22%,4.4,4.04,74829,40321,4/16/2021
DOYU,Douyu International Holdings Ltd Ads,10.16,0.41,4.21%,10.18,9.73,1290344,2996137,4/16/2021
DY,Dycom Industries,95.8,3.86,4.20%,96.08,91.4,382477,371954,4/16/2021
TIG,Trean Insurance Group Inc,17,0.68,4.17%,17.23,16.36,68657,91143,4/16/2021
ROG,Rogers Corp,201.29,7.96,4.12%,202,196.73,113057,66498,4/16/2021
DRD,Drdgold Ltd,10.49,0.41,4.07%,10.57,10.1,425716,239066,4/16/2021
APHA,Aphria Inc,14.14,0.55,4.05%,14.18,13.32,10030054,13039428,4/16/2021
SFIX,Stitch Fix Inc,46.58,1.81,4.04%,46.76,43.53,2279264,2029118,4/16/2021
BRBR,Bellring Brands Inc Cl A,25,0.97,4.04%,25.05,24.07,235981,203769,4/16/2021
UPLD,Upland Software Inc,50.69,1.97,4.04%,50.77,48.73,293580,199534,4/16/2021
CVCY,Central Vly Cmty Bcp,20.26,0.78,4.00%,20.59,19.47,55022,37521,4/16/2021
FLNG,Flex Lng Ltd,11.7,0.45,4.00%,11.9,11.27,105692,54040,4/16/2021
DOOR,Masonite Worldwide Hld,130.7,5.02,3.99%,131.52,126.66,241126,132396,4/16/2021
BBBY,Bed Bath & Beyond,25.52,0.98,3.99%,25.96,24.18,5433801,4599615,4/16/2021
MC,Moelis,54.22,2.08,3.99%,54.34,52.55,460009,427035,4/16/2021
ARRY,Array Technologies Inc,27.72,1.06,3.98%,28.63,27.55,3864613,3887781,4/16/2021
BBAR,Bbva Banco Frances S.A.,2.65,0.1,3.92%,2.65,2.49,353094,266505,4/16/2021
ALXN,Alexion Pharm Inc,163.68,6.14,3.90%,164.6,163.54,7307039,2141742,4/16/2021
BRP,Brp Group Inc Cl A,30.69,1.15,3.89%,31.67,29.65,508806,247030,4/16/2021
HALL,Hallmark Fin Svc,4.01,0.15,3.89%,4.08,3.82,144922,192086,4/16/2021
YALA,Yalla Group Limited ADR,22.84,0.85,3.87%,23.19,21.19,1079349,1879762,4/16/2021
DQ,Daqo New Energy,70.26,2.61,3.86%,70.95,67.21,9785441,3197602,4/16/2021
TAL,Tal Education Group,59.36,2.2,3.85%,60.11,57.3,3340070,6451833,4/16/2021
PLX,Protalix Biotherapeutics,6.2,0.23,3.85%,6.45,5.93,1612753,764053,4/16/2021
TBBK,The Bancorp Inc,22.91,0.85,3.85%,22.93,22.22,321567,488783,4/16/2021
FSLR,First Solar Inc,80.14,2.97,3.85%,80.38,77.16,5827185,2199154,4/16/2021
GMS,Gms Inc,45.85,1.7,3.85%,45.94,44.89,404682,277919,4/16/2021
LAND,Gladstone Land Corp,21.1,0.78,3.84%,21.15,20.59,767835,342367,4/16/2021
BLDP,Ballard Power Sys,21.42,0.79,3.83%,21.78,20.75,5425912,4617590,4/16/2021
YVR,Liquid Media Group Ltd,2.71,0.1,3.83%,2.88,2.35,5289246,21574732,4/16/2021
NWHM,New Home Co. Llc,6.24,0.23,3.83%,6.28,5.9,112513,48981,4/16/2021
OSMT,Osmotica Pharmaceuticals Plc,3.27,0.12,3.81%,3.3,3.04,282186,327899,4/16/2021
FPI,Farmland Partners Inc,13.36,0.49,3.81%,13.46,12.81,367942,341482,4/16/2021
SHW,Sherwin-Williams Company,266.92,9.78,3.80%,269.32,258.58,2131193,1438655,4/16/2021
CLPS,Clps Incorp,4.37,0.16,3.80%,4.43,4.08,205469,1018108,4/16/2021
WFC,Wells Fargo & Company,43.84,1.6,3.79%,44.13,42.58,57018090,32880266,4/16/2021
SUP,Superior Industries International,4.93,0.18,3.79%,5,4.75,194906,288730,4/16/2021
FARO,Faro Tech Inc,86.71,3.15,3.77%,87.81,83.02,95618,91376,4/16/2021
IBP,Installed Building Products,131.68,4.79,3.77%,132.19,127.79,225244,187862,4/16/2021
BMA,Banco Macro S.A.,13,0.47,3.75%,13.04,12.24,449427,280466,4/16/2021
SFBS,Servisfirst Bancs,62.87,2.27,3.75%,62.93,61.45,247096,210335,4/16/2021
DLX,Deluxe Corp,43.6,1.56,3.71%,43.88,42.35,390208,243705,4/16/2021
GNK,Genco Shipping & Trading Ltd,11.75,0.42,3.71%,11.85,11.34,448346,760932,4/16/2021
AMTI,Applied Molecular Transport Inc,41.84,1.49,3.69%,43.32,40.14,369383,526504,4/16/2021
RCKY,Rocky Brands Inc,60,2.13,3.68%,60.16,57.21,86799,96650,4/16/2021
HIMX,Himax Technologies,12.4,0.44,3.68%,12.57,11.56,3739283,4308859,4/16/2021
LAC,Lithium Americas Corp,14.44,0.51,3.66%,14.45,13.59,2850535,3398587,4/16/2021
PDSB,Pds Biotechnology Corp,5.39,0.19,3.65%,5.44,4.95,383340,504532,4/16/2021
PCH,Potlatch Cp,61.49,2.16,3.64%,61.69,59.56,555052,465148,4/16/2021
SSB,South State Cp,82.17,2.88,3.63%,82.71,79.72,296956,376068,4/16/2021
LTRX,Lantronix Inc,4.87,0.17,3.62%,4.89,4.66,256276,133269,4/16/2021
PTPI,Petros Pharmaceuticals Inc,3.16,0.11,3.61%,3.19,3,81523,55426,4/16/2021
XIN,Xinyuan Real Estate Co. Ltd,2.59,0.09,3.60%,2.66,2.45,78496,72945,4/16/2021
MTH,Meritage Corp,98.79,3.43,3.60%,99.21,96.03,391718,353956,4/16/2021
DHI,D.R. Horton,96.37,3.32,3.57%,96.81,93.49,4064962,2692488,4/16/2021
BLNK,Blink Charging Company,36.41,1.25,3.56%,36.62,33.78,2741827,4386331,4/16/2021
UHS,Universal Health Services,146.14,5.02,3.56%,147.02,142,879690,565709,4/16/2021
APM,Aptorum Group Ltd Cl A,2.64,0.09,3.53%,2.64,2.4,119695,225265,4/16/2021
SPWR,Sunpower Corp,27.37,0.93,3.52%,27.92,26.39,6391743,4167787,4/16/2021
ACI,Albertsons Companies Inc Cl A,20,0.68,3.52%,20.05,19.41,1195714,1805421,4/16/2021
Downloaded from Barchart.com as of 04-16-2021 05:12pm CDT,,,,,,,,,
