Symbol,Name,Last,Change,%Chg,High,Low,Volume,Avg Vol,Time
SEMR,Semrush Holdings Inc Cl A,16.39,1.33,8.83%,16.74,15.1,692228,N/A,16:02 ET
BALY,Bally's Corp,57.82,4.56,8.56%,61.5,52.52,2502125,684476,4/15/2021
WRAP,Wrap Technologies Inc,5.38,0.42,8.47%,5.63,4.92,1392123,415476,4/15/2021
PWFL,Powerfleet Inc,8.68,0.67,8.36%,8.78,7.71,265480,170079,4/15/2021
HROW,Harrow Health Inc,7.3,0.56,8.31%,7.35,6.8,260058,143668,4/15/2021
PLG,Platinum Group Metals Ltd,4.26,0.32,8.12%,4.27,4.01,663941,468687,4/15/2021
AKUS,Akouos Inc,15.52,1.16,8.08%,15.95,14.37,88055,244218,4/15/2021
SHSP,Sharpspring Inc,16.78,1.25,8.05%,16.96,15.62,97869,101438,4/15/2021
KXIN,Kaixin Auto Holdings,2.56,0.19,8.02%,2.72,2.42,14984511,2562311,4/15/2021
CMCL,Caledonia Mining Cp,14.91,1.1,7.97%,14.92,13.7,185296,126865,4/15/2021
SYNH,Syneos Health Inc,85.79,6.25,7.86%,85.82,80.54,1820359,913008,4/15/2021
GATO,Gatos Silver Inc,11.19,0.81,7.80%,12.29,10.45,1809064,532198,4/15/2021
LITB,Lightinthebox Holding Co. Ltd,2.91,0.21,7.78%,2.96,2.72,741702,508735,4/15/2021
PGEN,Precigen Inc,7.82,0.55,7.57%,7.88,7.23,1090984,1514774,4/15/2021
FLNG,Flex Lng Ltd,11.25,0.79,7.55%,11.34,10.61,151267,50843,4/15/2021
WIT,Wipro Ltd,6.56,0.46,7.54%,6.56,6.33,2853974,1763184,4/15/2021
HYMC,Hycroft Mining Holding Corp,4,0.28,7.53%,4.04,3.75,253232,353702,4/15/2021
PYPD,Polypid Ltd,9.9,0.69,7.49%,10.07,9.41,72998,30515,4/15/2021
PCYG,Park City Group,5.89,0.4,7.29%,5.99,5.3,84217,42806,4/15/2021
SILV,Silvercrest Metals Inc,9.12,0.62,7.29%,9.2,8.56,894997,874115,4/15/2021
ESCA,Escalade Inc,22.79,1.54,7.25%,23.07,21.38,73422,41281,4/15/2021
FSM,Fortuna Silver Mines,7.73,0.52,7.21%,7.88,7.32,3755520,2620641,4/15/2021
STRO,Sutro Biopharma Inc,21.35,1.43,7.18%,21.97,20.21,495039,703802,4/15/2021
LNDC,Landec Cp,11.3,0.75,7.11%,11.35,10.75,284859,208318,4/15/2021
DVAX,Dynavax Technologies,10.86,0.72,7.10%,11.04,10.21,3306223,2772051,4/15/2021
PRTA,Prothena Corp,25.65,1.69,7.05%,25.84,23.97,254807,480785,4/15/2021
SSTI,Shotspotter Inc,35.84,2.35,7.02%,36.56,33.62,60016,42381,4/15/2021
AFYA,Afya Ltd Cl A,23.03,1.5,6.97%,23.3,22.2,377051,192423,4/15/2021
ANIX,Anixa Biosciences Inc,4.92,0.32,6.96%,5.05,4.66,740067,815733,4/15/2021
ZNTL,Zentalis Pharmaceuticals Inc,50.28,3.27,6.96%,51.69,47.26,364233,362862,4/15/2021
QTNT,Quotient Ltd Ord,4.16,0.27,6.94%,4.27,3.9,1281809,624585,4/15/2021
NL,NL Industries,7.71,0.5,6.93%,7.93,7.23,79470,59628,4/15/2021
NVCR,Novocure Ltd Ord Sh,198.83,12.83,6.90%,199,188.06,1560852,1598708,4/15/2021
HBM,Hudbay Minerals Inc,8.42,0.53,6.72%,8.51,7.98,2353065,1283943,4/15/2021
DELL,Dell Technologies Inc,98.92,6.22,6.71%,101.23,95.33,13453932,3073767,4/15/2021
CYBE,Cyberoptics Cp,28,1.76,6.71%,28.2,26.43,113853,84808,4/15/2021
USAS,Americas Silver Corp,2.28,0.14,6.54%,2.31,2.18,998189,1009119,4/15/2021
PPD,Ppd Inc,45.8,2.8,6.51%,46.34,45.77,65071203,4252100,4/15/2021
BTG,B2Gold Corp,4.98,0.3,6.41%,5.02,4.77,10772738,6050167,4/15/2021
IMUX,Immunic Inc,15.44,0.92,6.34%,15.49,14.4,266199,151110,4/15/2021
MACK,Merrimack Pharmaceuticals Inc,7.04,0.42,6.34%,7.19,6.72,86038,50732,4/15/2021
SGBX,Sg Blocks Inc,4.54,0.27,6.32%,4.56,4.16,859517,743466,4/15/2021
KYMR,Kymera Therapeutics Inc,38.56,2.27,6.26%,40.95,35.5,710134,572362,4/15/2021
CRTX,Cortexyme Inc,38.66,2.26,6.21%,38.89,36.21,274534,307422,4/15/2021
HL,Hecla Mining Company,6.52,0.38,6.19%,6.68,6.24,10031509,7695916,4/15/2021
BNTX,Biontech Se ADR,140.72,8.12,6.12%,140.79,128.16,3705642,1947402,4/15/2021
BCTG,Bctg Acquisition Corp,12.84,0.74,6.12%,13.96,12.17,315587,82739,4/15/2021
LTRX,Lantronix Inc,4.7,0.27,6.09%,4.8,4.39,255766,126408,4/15/2021
CTMX,Cytomx Thera,7.65,0.43,5.96%,7.68,7.35,1146229,1100226,4/15/2021
TNDM,Tandem Diabetes Care,91.44,5.12,5.93%,91.72,87.15,695077,799659,4/15/2021
CLIR,Clearsign Combustion,4.66,0.26,5.91%,4.66,4.33,183445,268292,4/15/2021
POSH,Poshmark Inc Cl A,42.46,2.36,5.89%,42.71,40.21,782865,568878,4/15/2021
AMC,Amc Entertainment Holdings Inc,9.9,0.55,5.88%,10.23,9.58,45024797,67828094,4/15/2021
CLDX,Celldex Therapeutics,23.56,1.29,5.79%,24.45,22.76,373592,988395,4/15/2021
MEG,Montrose Environmental Group Inc,56.5,3.09,5.79%,57.59,52.51,211527,343581,4/15/2021
HMY,Harmony Gold Mining Co. Ltd,4.6,0.25,5.75%,4.66,4.37,7174044,5444367,4/15/2021
PSAC,Property Solutions Acquisition Corp,12.36,0.67,5.73%,12.6,11.85,1208694,1066710,4/15/2021
RBLX,Roblox Corporation Cl A,79.66,4.31,5.72%,80.75,74.56,8833711,6865416,4/15/2021
BOWX,Bowx Acquisition Corp Cl A,13.16,0.71,5.70%,13.16,11.85,1384889,3665929,4/15/2021
AMD,Adv Micro Devices,83.01,4.46,5.68%,83.95,79.97,68855492,42321352,4/15/2021
GFI,Gold Fields Ltd,9.89,0.53,5.66%,9.99,9.44,5717063,6704398,4/15/2021
PHGE,Biomx Ltd,6.74,0.36,5.64%,6.95,6.62,68240,26352,4/15/2021
UPST,Upstart Holdings Inc,110.4,5.89,5.64%,116.96,105.69,2345134,4718402,4/15/2021
MODN,Model N Inc,40.18,2.14,5.63%,40.26,37.99,207782,410909,4/15/2021
NVDA,Nvidia Corp,645.49,34.41,5.63%,648.57,625.26,14932777,8476954,4/15/2021
ENOB,Enochian Biosciences Inc,3.21,0.17,5.59%,3.29,2.98,177759,552558,4/15/2021
MTEM,Molecular Templates Inc,8.71,0.46,5.58%,8.8,8.12,682031,716592,4/15/2021
KALA,Kala Pharmaceuticals Inc,7.61,0.4,5.55%,7.67,7.39,1508991,2415219,4/15/2021
COTY,Coty Inc,9.13,0.48,5.55%,9.31,8.55,19126803,7054375,4/15/2021
OKTA,Okta Inc Cl A,274.25,14.34,5.52%,276.98,262.7,2182112,1973781,4/15/2021
CRNX,Crinetics Pharmaceuticals Inc,17.32,0.9,5.48%,17.58,16.38,145924,188921,4/15/2021
BGI,Birks Group Inc,2.12,0.11,5.47%,2.22,2.06,294812,384741,4/15/2021
TBIO,Translate Bio Inc,19.68,1.02,5.47%,19.76,18.78,1338309,1794625,4/15/2021
DASH,Doordash Inc Cl A,151.5,7.85,5.46%,154.88,144.87,3338057,2647368,4/15/2021
GORO,Gold Resource Corp,2.91,0.15,5.43%,2.94,2.79,1239008,986625,4/15/2021
COUP,Coupa Software Inc,276.82,14.12,5.37%,277.36,266.3,1072973,1448344,4/15/2021
RCUS,Arcus Biosciences Inc,34.99,1.78,5.36%,35.5,33.33,596211,550901,4/15/2021
AXU,Alexco Resource Corp,2.75,0.14,5.36%,2.79,2.66,994199,933905,4/15/2021
ELOX,Eloxx Pharmaceuticals Inc,2.76,0.14,5.34%,2.83,2.61,65917,113601,4/15/2021
EVAX,Evaxion Biotech A/S ADR,7.72,0.39,5.32%,7.96,7.25,123535,116657,4/15/2021
AGI,Alamos Gold Inc,8.72,0.44,5.31%,8.8,8.37,2701779,2614104,4/15/2021
AGLE,Aeglea Biothera,7.95,0.4,5.30%,8.05,7.55,119762,160568,4/15/2021
ASPS,Altisource Portfolio,8.15,0.41,5.30%,8.21,7.64,79894,64335,4/15/2021
VCYT,Veracyte Inc,56.38,2.81,5.25%,56.83,54.3,497265,851093,4/15/2021
AHH,Armada Hoffler Properties Inc,13.63,0.68,5.25%,13.67,13.15,345161,293413,4/15/2021
XLNX,Xilinx Inc,130.1,6.49,5.25%,131.63,125.51,3731944,2936237,4/15/2021
EXK,Endeavour Silver Corp,5.62,0.28,5.24%,5.68,5.4,3253188,3871279,4/15/2021
SAND,Sandstorm Gold Ltd,7.72,0.38,5.18%,7.76,7.41,2407410,1866426,4/15/2021
ALEC,Alector Inc,18.48,0.91,5.18%,18.86,17.52,528727,872286,4/15/2021
APTO,Aptose Bioscns,5.48,0.27,5.18%,5.49,5.24,1539308,11440975,4/15/2021
SVM,Silvercorp Metals Inc,5.52,0.27,5.14%,5.58,5.33,1074078,1221719,4/15/2021
OSPN,Onespan Inc,27.81,1.35,5.10%,28,26.94,219418,219276,4/15/2021
MGI,Moneygram Intl,7.22,0.35,5.09%,7.45,6.82,3699139,2309762,4/15/2021
BTU,Peabody Energy Corp,3.93,0.19,5.08%,3.98,3.64,2678484,3538194,4/15/2021
NTRA,Natera Inc,106.35,5.11,5.05%,106.85,101.24,663821,803486,4/15/2021
RPAI,Retail Properties of America,11.49,0.55,5.03%,11.49,11.02,1807524,1222646,4/15/2021
GES,Guess Inc,28.05,1.34,5.02%,28.12,26.64,1047317,861781,4/15/2021
DRD,Drdgold Ltd,10.08,0.48,5.00%,10.16,9.75,226155,233418,4/15/2021
MUDS,Mudrick Capital Acquisition Corporation II Cl A,13.9,0.66,4.98%,14.17,13.12,6216390,4741890,4/15/2021
IAG,Iamgold Corp,3.37,0.16,4.98%,3.41,3.26,6424902,4460155,4/15/2021
HIMS,Hims & Hers Health Inc,12.9,0.61,4.96%,13.22,12.32,1041524,1914596,4/15/2021
ONE,Onesmart International Education Group Ltd A,2.34,0.11,4.93%,2.36,2.19,252119,370611,4/15/2021
IMTX,Immatics NV,12.66,0.59,4.89%,12.96,12.19,237352,287183,4/15/2021
PAAS,Pan Amer Silver Corp,34.04,1.58,4.87%,34.84,33.02,2960254,2026778,4/15/2021
OMER,Omeros Corp,18.41,0.85,4.84%,18.49,17.52,543877,543114,4/15/2021
TWLO,Twilio,389.89,17.89,4.81%,391.8,375.1,1793430,1981496,4/15/2021
CATO,Cato Corp,14.42,0.66,4.80%,14.43,13.84,107711,215381,4/15/2021
ACH,Aluminum Corp of China Ltd,12.47,0.57,4.79%,12.63,12.38,240800,203020,4/15/2021
ARCO,Arcos Dorados Holdings Inc,5.25,0.24,4.79%,5.25,5.02,1465545,1036522,4/15/2021
HBB,Hamilton Beach Brands Holding Company Cl A,19.07,0.87,4.78%,19.17,17.8,132101,49480,16:02 ET
MAG,MAG Silver Corp,17.31,0.79,4.78%,17.57,16.77,469681,656894,4/15/2021
ACVA,Acv Auctions Inc Cl A,36.83,1.68,4.78%,37.77,34.21,459043,N/A,4/15/2021
BAK,Braskem S.A.,17.38,0.79,4.76%,17.38,16.88,517177,306139,4/15/2021
NEM,Newmont Mining Corp,64.78,2.93,4.74%,65.21,62.43,7804693,7481050,4/15/2021
NET,Cloudflare Inc Cl A,78.09,3.52,4.72%,78.83,75.6,4162265,3894928,4/15/2021
OLN,Olin Corp,42.17,1.9,4.72%,42.59,40.39,1879699,1771405,4/15/2021
MDGL,Madrigal Pharmaceuticals Inc,126.65,5.71,4.72%,127.6,119.6,174821,142806,4/15/2021
IVC,Invacare Corp,8.89,0.4,4.71%,9,8.43,371809,413390,4/15/2021
SSRM,Ssr Mining Inc,16.06,0.72,4.69%,16.4,15.53,2414344,1683187,4/15/2021
RTLR,Rattler Midstream LP Common Units,11.42,0.51,4.67%,11.69,11.03,400623,216446,4/15/2021
AUY,Yamana Gold,4.72,0.21,4.66%,4.79,4.6,9748104,10369345,4/15/2021
HOME,At Home Group Inc,29.55,1.31,4.64%,29.87,28.17,1203147,2057242,4/15/2021
INMD,Inmode Ltd,87.36,3.83,4.59%,88.59,83.83,1576138,664727,4/15/2021
LQDA,Liquidia Corp,2.74,0.12,4.58%,3.02,2.7,2434255,804803,4/15/2021
KOR,Corvus Gold Inc,2.06,0.09,4.57%,2.08,2.03,120833,78057,4/15/2021
DRIO,Dario Health Corp,19.43,0.85,4.57%,19.55,18.4,217443,311652,4/15/2021
KIDS,Orthopediatrics Corp,51.67,2.23,4.51%,51.85,49.39,144187,155259,4/15/2021
SIMO,Silicon Motion Techn,69.41,2.99,4.50%,69.55,66.87,672387,485749,4/15/2021
ICLR,Icon Plc,205.2,8.77,4.46%,206.49,198,1220680,645214,4/15/2021
BTX,Brooklyn Immunotherapeutics Inc,6.34,0.27,4.45%,6.48,6.01,783483,N/A,4/15/2021
MGTX,Meiragtx Holdings Plc,14.31,0.61,4.45%,14.54,13.64,90623,102721,4/15/2021
CDE,Coeur Mining Inc,9.93,0.42,4.42%,10.2,9.7,4225776,3280784,4/15/2021
SB,Safe Bulkers Inc,2.37,0.1,4.41%,2.39,2.22,722389,853509,4/15/2021
INGN,Inogen Inc,65.45,2.75,4.39%,66.07,62.02,229388,157164,4/15/2021
IMTE,Integrated Media Technology,5,0.21,4.38%,5.13,4.7,341491,3256260,4/15/2021
XGN,Exagen Inc,17.42,0.73,4.37%,18,17.17,60373,132894,4/15/2021
IKNA,Ikena Oncology Inc,18.45,0.77,4.36%,18.74,17,121764,N/A,4/15/2021
UK,Ucommune Intl Ltd,2.41,0.1,4.33%,2.64,2.1,556691,185875,4/15/2021
GSK,Glaxosmithkline Plc,37.69,1.56,4.32%,38.26,37.59,20162461,5678528,4/15/2021
CVNA,Carvana Co. Cl A,281.69,11.6,4.29%,285.96,269.24,1454613,1191566,4/15/2021
EVER,Everquote Inc Cl A,36.76,1.51,4.28%,36.89,35.39,105864,176933,4/15/2021
ALSN,Allison Transmission Holdings,45.21,1.85,4.27%,45.21,43.63,870182,1049634,4/15/2021
JILL,J. Jill Inc,8.3,0.34,4.27%,8.35,7.83,157916,399821,4/15/2021
ABB,Abb Ltd,32.93,1.34,4.24%,32.95,32.59,1455213,1595901,4/15/2021
EPAM,Epam Systems Inc,448.67,18.27,4.24%,449.29,437.3,367892,296010,4/15/2021
RDHL,Redhill Biophrma ADR,7.38,0.3,4.24%,7.38,6.9,328360,324628,4/15/2021
SPOT,Spotify Technology S.A.,299.74,12.14,4.22%,300.94,290.3,1216440,1085782,4/15/2021
MGNX,Macrogenics,32.6,1.32,4.22%,32.88,30.55,581028,701291,4/15/2021
AG,First Majestic Silver,16.87,0.68,4.20%,17.15,16.43,5277209,3556541,4/15/2021
FCX,Freeport-Mcmoran Inc,37.83,1.52,4.19%,38.13,36.23,27092133,22738041,4/15/2021
KGC,Kinross Gold Corp,7.46,0.3,4.19%,7.53,7.27,14032916,12494211,4/15/2021
FOUR,Shift4 Payments Inc,99.67,4.01,4.19%,99.81,96.75,546121,1041416,4/15/2021
TAIT,Taitron Components,4.51,0.18,4.16%,4.58,4.25,135858,57578,4/15/2021
VG,Vonage Holdings,13.56,0.54,4.15%,13.58,13.06,3615618,3142616,4/15/2021
ROIC,Retail Opp Invts Cp,17.07,0.68,4.15%,17.09,16.57,1683855,934183,4/15/2021
WPM,Wheaton Precious Metals,42.03,1.67,4.14%,42.38,40.86,3228478,2716919,4/15/2021
DGICA,Donegal Group Cl A,16.37,0.65,4.13%,16.39,15.72,90782,93889,4/15/2021
GOLD,Barrick Gold Corp,21.98,0.87,4.12%,22.2,21.35,22936926,17296012,4/15/2021
HUBS,Hubspot Inc,530.99,20.97,4.11%,531.46,517.52,507603,523895,4/15/2021
AEO,American Eagle Outfitters,34.33,1.35,4.09%,34.77,33.66,9834541,3896517,4/15/2021
AU,Anglogold Ashanti Ltd,22.01,0.86,4.07%,22.29,21.51,3870250,3929827,4/15/2021
AEM,Agnico-Eagle Mines Ltd,63.26,2.46,4.05%,63.98,61.34,2106295,1194620,4/15/2021
RGEN,Repligen Cp,213.57,8.28,4.03%,215,207.73,209165,424773,4/15/2021
MEDP,Medpace Holdings Inc,185,7.17,4.03%,190.65,178.54,427562,182368,4/15/2021
MSGM,Motorsport Games Inc Cl A,21.24,0.82,4.02%,22.71,20.01,109795,36535,16:02 ET
KUKE,Kuke Music Holding Limited ADR,6.75,0.26,4.01%,6.78,6.31,53513,307906,4/15/2021
HHC,Howard Hughes Corp,106.54,4.1,4.00%,106.92,102.69,327448,237842,4/15/2021
IBN,Icici Bank Ltd,15.35,0.59,4.00%,15.42,15.23,8685091,6537504,4/15/2021
INFY,Infosys Ltd,18,0.69,3.99%,18.13,17.87,13117052,8529032,4/15/2021
PVG,Pretium Res Inc,11.47,0.44,3.99%,11.6,11.15,1148300,1282755,4/15/2021
CWCO,Cons Water CO Inc,13.15,0.5,3.95%,13.24,12.59,154929,99336,4/15/2021
BUD,Anheuser-Busch Inbev S.A.,67.73,2.57,3.94%,67.83,67.19,1855081,1262074,4/15/2021
USAC,USA Compression Partners LP,15.87,0.6,3.93%,15.88,15.35,318609,258375,4/15/2021
SRT,Startek Inc,8.46,0.32,3.93%,8.52,8.08,51194,79715,4/15/2021
SA,Seabridge Gold,17.86,0.67,3.90%,18,17.49,295514,324391,4/15/2021
UE,Urban Edge Properties,18.1,0.68,3.90%,18.11,17.42,868015,827141,4/15/2021
TREE,Lendingtree Inc,234.36,8.77,3.89%,235.84,225.95,252326,288671,4/15/2021
INSP,Inspire Medical Systems Inc,233.4,8.73,3.89%,234,225.09,154948,199002,4/15/2021
VIRC,Virco MFG Cp,3.21,0.12,3.88%,3.49,3.05,279805,41255,4/15/2021
PAR,Par Technology Corp,80.75,3,3.86%,81.23,77.02,356401,386180,4/15/2021
Downloaded from Barchart.com as of 04-15-2021 05:19pm CDT,,,,,,,,,
