Symbol,Name,Last,Change,%Chg,High,Low,Volume,Avg Vol,Time
RDVT,Red Violet Inc,21.39,1.64,8.30%,21.54,19.19,220600,52340,4/13/2021
AEHL,Antelope Enterprise Hldg Ltd,3.43,0.26,8.20%,3.59,3.14,1083500,1468185,4/13/2021
SUMO,Sumo Logic Inc,20.59,1.55,8.14%,20.75,19.08,4018700,2526090,4/13/2021
VLDR,Velodyne Lidar Inc.,13.46,1.01,8.11%,13.5,12.35,2032600,3795125,4/13/2021
CGEM,Cullinan Management Inc,32.28,2.41,8.07%,33.44,29.05,548500,396655,4/13/2021
ADPT,Adaptive Biotechnologies Corp,43.39,3.22,8.02%,43.67,40.56,1199700,1163690,4/13/2021
CCAP,Crescent Capital Bdc Inc,19.95,1.48,8.01%,19.95,18.38,56400,34095,4/13/2021
NSTG,Nanostring Tech,74.56,5.52,8.00%,75,69.43,483800,624895,4/13/2021
ZH,Zhihu Inc,8.41,0.62,7.96%,8.46,7.85,2442300,N/A,4/13/2021
MEG,Montrose Environmental Group Inc,56.99,4.11,7.77%,58.8,51.84,236800,333485,4/13/2021
GRUB,Grubhub Inc,72,5.09,7.61%,72.22,70.46,1874000,1328000,4/13/2021
OSTK,Overstock.com Inc,77.75,5.46,7.55%,79.58,73.11,2884300,1755595,4/13/2021
SWAV,Shockwave Medical Inc,141.4,9.86,7.50%,142.32,130.79,755700,557760,4/13/2021
DNLI,Denali Therapeutics Inc,54.06,3.76,7.48%,54.19,50.49,403600,481515,4/13/2021
MRNA,Moderna Inc,149.71,10.31,7.40%,152.11,145.35,13716601,8150375,4/13/2021
ICLK,Iclick Interactive Asia Group Ltd ADR,11.76,0.81,7.40%,11.88,11,376300,629080,4/13/2021
PLX,Protalix Biotherapeutics,5.69,0.39,7.36%,5.7,5.22,920000,605515,4/13/2021
MRVI,Maravai Lifesciences Holdings Inc Cl A,37.51,2.53,7.23%,37.59,35.13,1597800,1996325,4/13/2021
FREQ,Frequency Therapeutics Inc,10.17,0.68,7.17%,10.23,9.52,931300,3607210,4/13/2021
SSL,Sasol Ltd,15.45,1.03,7.14%,15.59,15.19,635700,539885,4/13/2021
MUDS,Mudrick Capital Acquisition Corporation II Cl A,13.36,0.87,6.97%,13.85,11.99,9646500,4192905,4/13/2021
INGN,Inogen Inc,59.5,3.78,6.78%,60.02,55.57,211100,145030,4/13/2021
RRD,Donnelley R.R. & Sons Company,4.28,0.27,6.73%,4.33,4.11,745800,1061490,4/13/2021
BNTX,Biontech Se ADR,129.64,8.12,6.68%,130.81,124.77,4187800,1709555,4/13/2021
EYPT,Eyepoint Pharmaceuticals Inc,9.75,0.61,6.67%,10.02,9.13,170300,265925,4/13/2021
IRTC,Irhythm Technologies Inc,85.71,5.35,6.66%,88,77.43,2876300,844320,4/13/2021
PRTA,Prothena Corp,23.37,1.46,6.66%,24.21,21.73,317000,491115,4/13/2021
ARCT,Arcturus Therapeutics Ltd,39.45,2.46,6.65%,39.8,36.54,663200,608265,4/13/2021
FLGT,Fulgent Genetics Inc,87.75,5.45,6.62%,90.6,83,1535600,1552345,4/13/2021
HHR,Headhunter Group Plc ADR,37.54,2.33,6.62%,37.98,35.02,148600,120515,4/13/2021
ZM,Zoom Video Communications Cl A,342.75,21.24,6.61%,343.71,325.5,5297000,3726455,4/13/2021
TLRY,Tilray Inc,18.32,1.13,6.57%,18.53,16.28,23515898,19279230,4/13/2021
OKTA,Okta Inc Cl A,265.32,16.36,6.57%,267.21,251.92,2697600,1954875,4/13/2021
VCYT,Veracyte Inc,55.04,3.39,6.56%,55.77,52.19,693700,920815,4/13/2021
POSH,Poshmark Inc Cl A,41.9,2.55,6.48%,41.95,39.37,319700,606565,4/13/2021
GP,Greenpower Motor Company Inc,21.1,1.28,6.46%,21.25,19.56,135200,333220,4/13/2021
APHA,Aphria Inc,14.85,0.9,6.45%,15.05,13.03,20171701,12998705,4/13/2021
RCUS,Arcus Biosciences Inc,32.45,1.96,6.43%,32.63,30.23,559100,529555,4/13/2021
KOD,Kodiak Sciences Inc,113.02,6.82,6.42%,113.75,106.68,306000,328200,4/13/2021
VNE,Veoneer Inc,25.4,1.53,6.41%,25.59,24.76,642100,464760,4/13/2021
ESTC,Elastic N.V.,131.93,7.95,6.41%,132.61,125.64,1179600,1104005,4/13/2021
CBD,Companhia Brasileira DE Distribuicao,6.82,0.41,6.40%,6.93,6.68,3477000,2937995,4/13/2021
BTU,Peabody Energy Corp,3.5,0.21,6.38%,3.7,3.33,5540500,3371845,4/13/2021
SBSW,Sibanye Gold Ltd ADR,18.95,1.13,6.34%,19.1,18.22,3671000,2776520,4/13/2021
EFOI,Energy Focus Inc,4.05,0.24,6.30%,4.13,3.62,394500,101525,4/13/2021
EBON,Ebang International Holdings Inc Cl A,5.07,0.3,6.29%,5.24,4.65,29994398,24406510,4/13/2021
SEER,Seer Inc Cl A,56.92,3.37,6.29%,57.08,53.36,374300,686400,4/13/2021
HTOO,Fusion Fuel Green Plc,12.76,0.75,6.24%,12.76,11.98,178300,201230,4/13/2021
BPTH,Bio-Path Holdings,6.66,0.39,6.22%,6.72,6.25,306500,1409595,4/13/2021
CGEN,Compugen Ltd,8.72,0.51,6.21%,8.8,8.21,1454200,1368515,4/13/2021
APPN,Appian Corp Cl A,137.71,8.01,6.18%,139.08,130.34,565800,749390,4/13/2021
CYTH,Cyclo Therapeutics Inc,7.22,0.42,6.18%,7.25,6.78,210500,806235,4/13/2021
OPEN,Opendoor Technologies Inc,20.6,1.19,6.13%,20.61,19.6,7024200,10847335,4/13/2021
ANTE,Airnet Technology Inc,2.95,0.17,6.12%,3.02,2.8,208400,444715,4/13/2021
SEED,Origin Agritech Ltd,16.39,0.94,6.08%,16.73,15.18,134900,112495,4/13/2021
RAAS,Cloopen Group Holding Limited ADR,11.71,0.67,6.07%,11.8,10.97,649900,1981735,4/13/2021
CRWD,Crowdstrike Holdings Inc,216.35,12.36,6.06%,219,206.14,5354500,4933485,4/13/2021
SGBX,Sg Blocks Inc,4.21,0.24,6.05%,4.33,3.86,341000,717085,4/13/2021
SSTK,Shutterstock Inc,98.99,5.64,6.04%,100,94.08,509500,274615,4/13/2021
RARE,Ultragenyx Pharmaceu,106.59,6.06,6.03%,107.14,101.44,456500,483495,4/13/2021
XTNT,Xtant Medical Holdings Inc,2.46,0.14,6.03%,2.47,2.12,1339700,1050780,4/13/2021
NNVC,Nanoviricides Inc,4.61,0.26,5.98%,4.62,4.31,101100,204225,4/13/2021
INO,Inovio Pharma,8.73,0.49,5.95%,8.79,8.26,5571300,6536205,4/13/2021
TTM,Tata Motors Ltd,19.66,1.1,5.93%,20.09,19.58,2334200,1429945,4/13/2021
MGI,Moneygram Intl,6.85,0.38,5.87%,6.88,6.36,2194500,2176655,4/13/2021
SPOT,Spotify Technology S.A.,293.12,16.21,5.85%,294.22,278.5,1154100,1070995,4/13/2021
IAC,Iac Holdings Inc,258.24,14.23,5.83%,261.42,246.89,939900,701600,4/13/2021
ACVA,Acv Auctions Inc Cl A,33.8,1.86,5.82%,34.38,31.89,308600,N/A,4/13/2021
LGVN,Longeveron Inc,7.32,0.4,5.78%,9.37,7,18764000,1170945,4/13/2021
SLGG,Super League Gaming Inc,6.25,0.34,5.75%,6.59,5.81,2627700,6253830,4/13/2021
VXRT,Vaxart Inc,5.52,0.3,5.75%,5.56,5.13,2889000,3918245,4/13/2021
NISN,Nisun Int Ent Dev Grp CO Ltd,16.66,0.9,5.71%,16.71,15.68,130900,95090,4/13/2021
CRSP,Crispr Therapeutics Ag,120.88,6.49,5.67%,122.48,114.21,1351800,1422770,4/13/2021
DOCN,Digitalocean Holdings Inc,43.33,2.32,5.66%,43.77,40.93,383400,N/A,4/13/2021
BILL,Bill.com Holdings Inc,162.31,8.69,5.66%,162.75,155.01,1178500,1153100,4/13/2021
WKHS,Workhorse Grp,13.06,0.7,5.66%,13.24,12.31,8571500,10187170,4/13/2021
PEN,Penumbra Inc,281.03,15.01,5.64%,282.12,265.88,202700,259335,4/13/2021
AFIB,Acutus Medical Inc,13.17,0.7,5.61%,13.22,12.32,231200,444520,4/13/2021
SEMR,Semrush Holdings Inc Cl A,14.32,0.76,5.60%,14.39,13.51,681500,N/A,4/13/2021
PDSB,Pds Biotechnology Corp,5.29,0.28,5.59%,5.35,4.96,373100,556990,4/13/2021
SPT,Sprout Social Inc Cl A,62.75,3.3,5.55%,63.7,59.94,420700,520470,4/13/2021
CLSK,Cleanspark Inc,21.73,1.14,5.54%,22.39,20.13,1503100,3596855,4/13/2021
TRIT,Triterras Inc Cl A,7.94,0.41,5.44%,7.99,7.51,959400,718420,4/13/2021
EDIT,Editas Medicine,41.66,2.15,5.44%,42.05,39.12,1464500,1533385,4/13/2021
CENX,Century Aluminum C,14.96,0.77,5.43%,15.13,14.09,1991600,1768195,4/13/2021
AWH,Aspira Womans Health Inc,6.32,0.33,5.42%,6.34,6.02,304200,907350,4/13/2021
MGNI,Magnite Inc,41.98,2.16,5.42%,42.36,39.27,1923200,2776970,4/13/2021
PNNT,Pennantpark Investme,6.43,0.33,5.41%,6.48,6.17,1034400,436645,4/13/2021
SJ,Scienjoy Holding Corp,9.2,0.47,5.38%,9.71,8.5,120500,2578270,4/13/2021
EVLO,Evelo Biosciences Inc,12.45,0.63,5.33%,12.53,11.16,515900,291065,4/13/2021
VG,Vonage Holdings,13.05,0.66,5.33%,13.08,12.38,4665400,3093325,4/13/2021
HUSN,Hudson Capital Inc,2.58,0.13,5.31%,2.63,2.4,184400,237340,4/13/2021
PMVP,Pmv Pharmaceuticals Inc,32.72,1.64,5.28%,33.4,30.99,134800,306550,4/13/2021
RVP,Retractable Technologies,11,0.55,5.26%,11.02,10.25,443900,483210,4/13/2021
QURE,Uniqure N.V.,34.88,1.74,5.25%,34.93,32.71,365000,519520,4/13/2021
ZUO,Zuora Inc,17.32,0.86,5.22%,17.4,16.82,2039700,1451675,4/13/2021
AGI,Alamos Gold Inc,8.47,0.42,5.22%,8.48,8.1,3273000,2620600,4/13/2021
PSNL,Personalis Inc,23.4,1.16,5.22%,23.51,21.8,902100,916840,4/13/2021
AI,C3.Ai Inc Cl A,63.01,3.12,5.21%,63.38,59.31,3303600,3993825,4/13/2021
OMAB,Grupo Aeroportuario,54.14,2.68,5.21%,54.57,51.31,412300,294480,4/13/2021
SGFY,Signify Health Inc Cl A,26.1,1.29,5.20%,26.33,24.84,354700,608340,4/13/2021
FATE,Fate Therapeutics,78.9,3.9,5.20%,79.96,73.92,1051800,1095915,4/13/2021
WLMS,Williams Industrial Services Group Inc,4.06,0.2,5.18%,4.15,3.86,224900,113540,4/13/2021
RLX,Rlx Technology Inc ADR,9,0.44,5.14%,9.38,8.84,5177600,16877930,4/13/2021
CRIS,Curis Inc,11.37,0.55,5.08%,11.5,10.41,1789300,2408665,4/13/2021
CDNA,Caredx Inc,75.06,3.62,5.07%,75.22,72.53,498200,659315,4/13/2021
VSTM,Verastem Inc,2.7,0.13,5.06%,2.7,2.54,1721700,2147980,4/13/2021
OGI,Organigram Hlds Inc,2.91,0.14,5.05%,2.92,2.44,17526900,11463280,4/13/2021
LMNR,Limoneira Company,18.21,0.87,5.02%,18.35,17.01,133200,95220,4/13/2021
TEAM,Atlassian Cls A Ord,242.19,11.53,5.00%,243.4,234.05,2085000,1568070,4/13/2021
SSYS,Stratasys Ltd,23.88,1.13,4.97%,24.16,22.71,1447100,1509360,4/13/2021
DOMO,Domo Inc Cl B,59.29,2.8,4.96%,59.69,56.63,420900,555020,4/13/2021
GDP,Goodrich Petroleum Corp,9.98,0.47,4.94%,10,9.45,71000,69020,4/13/2021
NLS,Nautilus Group,17.2,0.81,4.94%,17.92,16.55,1926900,1724810,4/13/2021
WISH,Contextlogic Inc Cl A,14.27,0.67,4.93%,14.38,13.59,4811600,5135775,4/13/2021
OLK,Olink Holding Ab [Publ] ADR,38.82,1.82,4.92%,39.89,36.75,225800,N/A,4/13/2021
BAND,Bandwidth Inc,133.58,6.27,4.92%,134.44,127.65,261900,490730,4/13/2021
XBIO,Xenetic Biosciences Inc,2.15,0.1,4.88%,2.19,2.03,254000,183110,4/13/2021
CARS,Cars.com Inc,14.47,0.67,4.86%,14.5,13.7,432500,526355,4/13/2021
OSCR,Oscar Health Inc Cl A,23.93,1.11,4.86%,23.94,22.6,726200,1389660,4/13/2021
GATO,Gatos Silver Inc,10.17,0.47,4.85%,10.33,9.82,351300,487510,4/13/2021
NTUS,Natus Medical Inc,27.35,1.26,4.83%,28.27,27.05,366400,168520,4/13/2021
PSTX,Poseida Therapeutics Inc,8.91,0.41,4.82%,8.91,8.33,115500,368920,4/13/2021
TXG,10X Genomics Inc,197.36,9.05,4.81%,198.24,186.45,655500,755750,4/13/2021
UPWK,Upwork Inc,50.32,2.3,4.79%,50.57,48.2,1647200,1339860,4/13/2021
DOCU,Docusign Inc,223.64,10.16,4.76%,229.21,216.4,4286800,2509610,4/13/2021
BCDA,Biocardia Inc,4.2,0.19,4.74%,4.25,4.02,120400,178790,4/13/2021
PCYO,Pure Cycle Corp,14.81,0.67,4.74%,14.99,14.2,500700,181260,4/13/2021
MEIP,Mei Pharma Inc,3.55,0.16,4.72%,3.57,3.31,785500,811515,4/13/2021
NVTA,Invitae Corp,39.38,1.77,4.71%,39.62,37.64,3299500,4264780,4/13/2021
HBIO,Harvard Bioscience,6.91,0.31,4.70%,6.96,6.5,236300,309415,4/13/2021
STSA,Satsuma Pharmaceuticals Inc,5.38,0.24,4.67%,5.44,5.11,146900,184360,4/13/2021
MGA,Magna International,93.64,4.15,4.64%,95.64,90.91,4283500,1449730,4/13/2021
PSTL,Postal Realty Trust Cl A,18.54,0.82,4.63%,18.69,17.57,92300,80875,4/13/2021
EXK,Endeavour Silver Corp,5.44,0.24,4.62%,5.55,5.37,3699200,4194630,4/13/2021
CDE,Coeur Mining Inc,9.56,0.42,4.60%,9.77,9.29,2999400,3335225,4/13/2021
WHLM,Wilhelmina Intl,7.28,0.32,4.60%,7.37,6.6,598200,876550,4/13/2021
OSPN,Onespan Inc,26.92,1.18,4.58%,27.09,25.74,195500,218295,4/13/2021
MAXN,Maxeon Solar Tech Ltd,22.64,0.99,4.57%,22.71,20.46,646000,728300,4/13/2021
TFFP,Tff Pharmaceuticals Inc,12.67,0.55,4.54%,12.77,12.05,442300,366755,4/13/2021
ROKU,Roku Inc,387.97,16.85,4.54%,389.61,374.9,3269000,3852125,4/13/2021
LABP,Landos Biopharma Inc,10.61,0.46,4.53%,10.79,10.05,103500,163380,4/13/2021
Downloaded from Barchart.com as of 04-13-2021 07:27pm CDT,,,,,,,,,
